m;type;squareMeters;rooms;floor;floorCount;buildYear;latitude;longitude;centreDistance;poiCount;schoolDistance;clinicDistance;postOfficeDistance;kindergartenDistance;restaurantDistance;collegeDistance;pharmacyDistance;ownership;buildingMaterial;condition;hasParkingSpace;hasBalcony;hasElevator;hasSecurity;hasStorageRoom;price
szczecin;blockOfFlats;48.43;2.0;;4.0;1993.0;53.4356243;14.53043049;lut.44;22.0;0.208;0.395;0.379;0.249;0.073;0.224;0.087;condominium;brick;premium;no;yes;no;no;no;2500
szczecin;;120.0;6.0;;2.0;1997.0;53.4000006;14.6881913;sie.82;1.0;0.446;2.794;0.609;1.258;1.125;;0.634;condominium;brick;;yes;no;no;no;no;5000
szczecin;;90.0;3.0;3.0;3.0;1900.0;53.4285438;14.5528116;0.79;67.0;0.288;0.285;0.268;0.245;0.068;0.593;0.085;condominium;;;no;yes;no;no;no;3400
szczecin;tenement;50.0;2.0;2.0;4.0;1930.0;53.4438433;14.5055732;kwi.32;9.0;0.467;0.179;0.226;0.28;0.274;1.677;0.249;condominium;brick;premium;no;no;;no;no;2400
szczecin;blockOfFlats;26.sie;1.0;4.0;5.0;1960.0;53.438362;14.5562786;sty.69;25.0;0.218;0.358;0.121;0.102;0.162;1.018;0.02;condominium;brick;premium;no;no;yes;no;no;2000
szczecin;apartmentBuilding;43.0;2.0;5.0;5.0;2021.0;53.432222;14.555833;01.kwi;47.0;0.173;0.332;0.01;0.261;0.062;0.501;0.121;condominium;brick;premium;no;no;yes;no;no;2150
szczecin;blockOfFlats;25.lip;1.0;4.0;11.0;1972.0;53.441588;14.5540057;02.lip;23.0;0.117;0.101;0.365;0.169;0.181;1.019;0.195;condominium;concreteSlab;premium;no;no;yes;no;yes;1800
szczecin;;56.4;2.0;2.0;4.0;;53.4771917;14.5488654;06.kwi;2.0;1.363;2.492;0.789;0.344;0.281;2.537;0.643;condominium;;;no;yes;yes;yes;no;2900
szczecin;blockOfFlats;48.2;2.0;;3.0;1962.0;53.432222;14.555833;01.kwi;47.0;0.173;0.332;0.01;0.261;0.062;0.501;0.121;condominium;brick;premium;no;no;no;no;no;2800
szczecin;;77.0;3.0;;3.0;1930.0;53.4133;14.5771;sty.55;0.0;1.733;2.007;1.717;1.734;0.801;2.057;1.286;condominium;;;yes;no;no;no;no;2500
szczecin;tenement;53.0;2.0;4.0;4.0;1920.0;53.432222;14.555833;01.kwi;47.0;0.173;0.332;0.01;0.261;0.062;0.501;0.121;condominium;brick;;no;no;;no;no;2500
szczecin;blockOfFlats;25.lut;1.0;1.0;4.0;1980.0;53.4224645;14.5186204;lut.81;5.0;0.083;0.816;0.961;0.821;0.735;0.909;0.221;condominium;brick;;no;no;;no;no;1700
szczecin;;109.0;5.0;4.0;4.0;;53.4184346;14.5387123;sty.57;13.0;0.099;0.518;0.427;0.569;0.256;0.496;0.413;condominium;;;no;yes;yes;yes;no;5000
szczecin;apartmentBuilding;31.29;2.0;3.0;5.0;2023.0;53.432222;14.555833;01.kwi;47.0;0.173;0.332;0.01;0.261;0.062;0.501;0.121;condominium;brick;premium;no;yes;yes;no;no;2200
szczecin;blockOfFlats;37.0;2.0;2.0;3.0;2003.0;53.399444;14.526111;mar.53;8.0;0.109;1.004;0.153;0.178;0.166;2.296;0.141;condominium;brick;;yes;no;no;no;no;1900
szczecin;blockOfFlats;28.mar;1.0;7.0;9.0;1970.0;53.4376498;14.573637;sty.79;14.0;0.17;1.251;0.055;0.41;0.258;1.217;0.187;condominium;concreteSlab;premium;yes;yes;yes;no;no;1700
szczecin;blockOfFlats;43.0;2.0;3.0;3.0;1960.0;53.4259458;14.5594895;0.3;68.0;0.072;0.73;0.589;0.114;0.016;0.405;0.338;condominium;brick;premium;no;yes;no;no;yes;2500
szczecin;apartmentBuilding;59.0;2.0;4.0;4.0;2009.0;53.44277476;14.56121922;lut.15;12.0;0.251;0.59;0.708;0.309;0.276;1.493;0.248;condominium;brick;premium;yes;no;yes;no;no;2800
szczecin;apartmentBuilding;65.0;3.0;2.0;4.0;2012.0;53.4242308;14.4873947;kwi.88;11.0;0.27;0.357;0.232;0.422;0.343;lut.97;0.201;condominium;brick;premium;yes;no;yes;no;no;3500
szczecin;blockOfFlats;64.8;3.0;2.0;6.0;1990.0;53.4349639;14.5563449;sty.32;28.0;0.169;0.079;0.27;0.125;0.087;0.717;0.088;condominium;concreteSlab;premium;no;yes;yes;no;no;2600
szczecin;blockOfFlats;36.0;2.0;8.0;11.0;1970.0;53.4348;14.5523;sty.39;47.0;0.187;0.11;0.287;0.102;0.191;0.756;0.043;condominium;brick;;yes;no;yes;no;yes;1400
szczecin;apartmentBuilding;38.0;2.0;2.0;5.0;2020.0;53.418611;14.549722;0.92;11.0;0.371;0.319;0.225;0.63;0.323;1.208;0.359;condominium;brick;premium;no;yes;yes;no;no;2400
szczecin;blockOfFlats;56.0;3.0;1.0;2.0;1938.0;53.435905;14.501749;kwi.16;2.0;0.309;0.765;0.7;0.535;0.755;sty.94;0.732;condominium;brick;premium;no;no;no;no;no;2200
szczecin;blockOfFlats;25.sie;1.0;4.0;4.0;2021.0;53.4338486;14.54449223;sty.59;77.0;0.308;0.364;0.275;0.272;0.093;0.324;0.259;condominium;brick;premium;no;no;;no;no;2000
szczecin;tenement;68.0;2.0;1.0;4.0;;53.43376998;14.54280894;sty.67;74.0;0.352;0.462;0.385;0.201;0.017;0.23;0.181;condominium;brick;;no;no;;no;no;2400
szczecin;;60.0;2.0;1.0;5.0;2002.0;53.4322324;14.5410165;sty.65;75.0;0.184;0.546;0.297;0.237;0.061;0.311;0.044;condominium;;premium;no;yes;yes;no;no;2400
szczecin;apartmentBuilding;43.0;2.0;1.0;3.0;2020.0;53.4037108;14.5267092;mar.15;16.0;0.355;0.539;0.444;0.287;0.156;1.822;0.23;condominium;brick;premium;yes;no;yes;no;yes;2950
szczecin;apartmentBuilding;49.0;3.0;7.0;7.0;2020.0;53.4368668;14.5530096;sty.59;35.0;0.194;0.237;0.181;0.165;0.099;0.781;0.231;condominium;brick;premium;yes;yes;yes;no;no;3500
szczecin;blockOfFlats;38.9;2.0;4.0;4.0;2020.0;53.3921376;14.4861837;06.maj;0.0;1.849;3.392;0.774;1.801;0.729;4.307;0.778;condominium;brick;premium;yes;yes;yes;no;no;2700
szczecin;apartmentBuilding;30.maj;1.0;4.0;27.0;2022.0;53.437937;14.553881;sty.68;29.0;0.262;0.309;0.132;0.193;0.081;0.853;0.154;condominium;concreteSlab;;no;no;yes;no;no;2800
szczecin;blockOfFlats;113.35;4.0;3.0;3.0;2013.0;53.42491027;14.56165297;0.17;54.0;0.13;0.856;0.593;0.164;0.047;0.494;0.485;condominium;brick;premium;no;yes;no;no;no;5000
szczecin;blockOfFlats;54.0;2.0;;;;53.474167;14.537222;maj.86;1.0;0.888;2.189;0.795;0.494;0.598;3.013;0.662;condominium;;;no;yes;no;no;yes;2200
szczecin;;64.0;3.0;1.0;2.0;1950.0;53.4438433;14.5055732;kwi.32;9.0;0.467;0.179;0.226;0.28;0.274;1.677;0.249;condominium;brick;;yes;no;no;no;no;2590
szczecin;apartmentBuilding;42.0;2.0;4.0;4.0;2005.0;53.4273011;14.55424184;0.62;59.0;0.199;0.36;0.254;0.086;0.019;0.542;0.044;condominium;brick;premium;no;yes;yes;no;no;2700
szczecin;apartmentBuilding;58.0;2.0;2.0;4.0;2005.0;53.4274882;14.5545334;0.62;62.0;0.186;0.378;0.279;0.098;0.043;0.515;0.035;condominium;brick;premium;yes;yes;yes;no;no;2850
szczecin;apartmentBuilding;55.0;2.0;2.0;4.0;2007.0;53.42736;14.55425;0.63;58.0;0.2;0.36;0.257;0.091;0.02;0.538;0.045;condominium;brick;premium;yes;yes;yes;no;no;2850
szczecin;apartmentBuilding;90.0;4.0;4.0;4.0;2005.0;53.4274882;14.5545334;0.62;62.0;0.186;0.378;0.279;0.098;0.043;0.515;0.035;condominium;brick;premium;yes;yes;yes;no;yes;4200
szczecin;apartmentBuilding;58.0;2.0;2.0;4.0;2005.0;53.4274549;14.554493;0.62;62.0;0.188;0.376;0.276;0.095;0.039;0.519;0.034;condominium;brick;premium;yes;yes;yes;no;no;2850
szczecin;apartmentBuilding;45.0;2.0;3.0;4.0;2005.0;53.4274549;14.554493;0.62;62.0;0.188;0.376;0.276;0.095;0.039;0.519;0.034;condominium;brick;premium;no;yes;yes;no;no;2700
gdynia;blockOfFlats;76.0;3.0;;3.0;2017.0;54.5093482263188;18.5307877989363;sty.41;13.0;0.243;0.426;0.393;0.488;0.434;0.204;0.255;condominium;;premium;yes;yes;yes;yes;yes;5500
gdynia;apartmentBuilding;76.08;4.0;5.0;5.0;2011.0;54.47828;18.54869;kwi.79;14.0;0.168;1.136;0.322;0.073;0.24;3.457;0.428;condominium;brick;;no;yes;yes;yes;no;6500
gdynia;;55.08;2.0;16.0;17.0;;54.5213;18.5389;0.05;64.0;0.229;1.107;0.043;0.152;0.033;0.435;0.059;condominium;;;no;no;yes;no;no;5500
gdynia;;50.43;2.0;15.0;16.0;;54.5213;18.5389;0.05;64.0;0.229;1.107;0.043;0.152;0.033;0.435;0.059;condominium;;;no;no;yes;no;no;5500
gdynia;;50.43;2.0;15.0;17.0;;54.5213;18.5389;0.05;64.0;0.229;1.107;0.043;0.152;0.033;0.435;0.059;condominium;;;no;no;yes;no;no;5500
gdynia;blockOfFlats;52.0;2.0;;4.0;1970.0;54.51961;18.52852;0.72;13.0;0.377;1.036;0.212;0.524;0.341;0.677;0.01;condominium;brick;;no;yes;no;no;no;2500
gdynia;blockOfFlats;78.0;3.0;4.0;4.0;;54.46764;18.48448;cze.92;4.0;0.6;3.514;0.504;0.478;0.144;;0.183;condominium;;;no;yes;no;no;yes;2800
gdynia;;83.0;3.0;3.0;3.0;2013.0;54.54775;18.54365;lut.98;0.0;2.763;3.359;2.957;02.sie;1.649;2.814;1.971;condominium;;;no;yes;no;no;no;4000
gdynia;;60.0;3.0;3.0;4.0;1980.0;54.473399;18.486506;06.mar;7.0;0.118;lut.86;0.248;0.16;0.602;kwi.74;0.271;condominium;;;no;yes;no;no;yes;2900
gdynia;;38.3;2.0;1.0;4.0;1960.0;54.5086185;18.5458079;sty.44;16.0;0.152;0.448;0.615;0.244;0.125;0.879;0.51;condominium;;;no;no;;no;no;2100
gdynia;blockOfFlats;51.0;3.0;11.0;11.0;1980.0;54.5545;18.5237;mar.86;0.0;03.sty;3.141;3.135;mar.22;2.851;2.952;2.981;condominium;concreteSlab;premium;no;yes;yes;no;no;2500
gdynia;blockOfFlats;46.5;3.0;4.0;10.0;1971.0;54.5367039;18.47781171;kwi.34;3.0;0.391;1.596;0.353;0.226;0.759;1.062;0.595;condominium;concreteSlab;;no;no;yes;no;no;1800
gdynia;blockOfFlats;46.0;2.0;2.0;4.0;;54.5604;18.49578;maj.21;0.0;2.925;3.396;2.798;2.834;2.992;2.893;3.001;condominium;brick;;no;yes;no;no;no;2500
gdynia;apartmentBuilding;58.3;2.0;3.0;5.0;2016.0;54.51671;18.54026;0.48;66.0;0.507;0.637;0.332;0.173;0.056;0.297;0.099;condominium;brick;;no;no;yes;no;no;4500
gdynia;blockOfFlats;39.49;2.0;1.0;3.0;2001.0;54.4674589;18.4833032;cze.97;3.0;0.649;3.548;0.563;0.521;0.223;;0.257;condominium;;;no;yes;no;no;no;2400
gdynia;;50.0;2.0;;5.0;;54.46929;18.4843;cze.77;7.0;0.44;3.336;0.369;0.309;0.21;;0.272;condominium;;;no;no;yes;no;no;2500
gdynia;blockOfFlats;44.2;2.0;4.0;5.0;1960.0;54.51232;18.53397;01.mar;43.0;0.185;0.178;0.074;0.189;0.27;0.228;0.175;condominium;brick;;no;yes;no;no;no;2300
gdynia;;105.0;3.0;2.0;3.0;2009.0;54.48401;18.53741;04.gru;9.0;0.19;0.924;0.088;0.381;0.112;2.652;0.088;condominium;;;no;yes;no;no;no;4500
gdynia;apartmentBuilding;60.0;2.0;10.0;10.0;2009.0;54.5223954;18.549664;0.68;17.0;0.561;1.491;0.717;0.713;0.067;0.279;0.421;condominium;brick;;yes;yes;yes;no;no;3700
gdynia;apartmentBuilding;58.4;2.0;3.0;3.0;;54.5231847;18.5585433;sty.26;0.0;sty.13;1.939;1.284;sty.21;0.503;0.856;0.998;condominium;brick;;yes;yes;yes;no;no;4000
gdynia;blockOfFlats;45.8;2.0;9.0;9.0;;54.5223954;18.549664;0.68;17.0;0.561;1.491;0.717;0.713;0.067;0.279;0.421;condominium;;;no;yes;yes;no;no;4500
gdynia;blockOfFlats;40.0;2.0;4.0;4.0;1974.0;54.5468;18.45212;cze.32;0.0;lut.39;3.593;2.322;lut.21;2.754;03.lut;2.596;condominium;concreteSlab;;no;yes;no;no;yes;2200
gdynia;;55.0;2.0;3.0;4.0;1960.0;54.5224178;18.5230066;01.lip;7.0;0.427;1.451;0.429;0.298;0.619;1.137;0.089;condominium;;;no;no;;no;no;1900
gdynia;;41.0;2.0;8.0;10.0;1980.0;54.5213882;18.5393982;0.04;64.0;0.203;1.122;0.075;0.178;0.031;0.401;0.092;condominium;;;no;yes;yes;no;yes;2000
gdynia;tenement;32.2;1.0;;2.0;1932.0;54.5294752;18.4859125;mar.58;3.0;0.308;0.887;0.779;0.345;0.511;0.748;0.507;condominium;brick;;yes;yes;no;no;yes;1800
gdynia;apartmentBuilding;63.86;3.0;3.0;4.0;2008.0;54.48947;18.55649;mar.68;3.0;0.502;0.404;0.663;0.996;0.679;2.617;0.156;condominium;brick;;no;yes;yes;no;no;3500
gdynia;blockOfFlats;84.0;3.0;3.0;4.0;;54.52;18.5263;0.86;11.0;0.27;1.148;0.258;0.505;0.455;0.794;0.156;condominium;brick;;yes;yes;no;no;yes;3500
gdynia;;65.0;3.0;;4.0;2000.0;54.4678281;18.4890795;cze.75;6.0;0.544;3.451;0.411;0.477;0.159;;0.129;condominium;;;no;no;;no;no;2600
gdynia;;56.0;3.0;3.0;4.0;1975.0;54.49875;18.5015;mar.48;8.0;0.219;0.459;1.099;0.141;0.498;2.111;0.362;condominium;;;no;yes;no;no;yes;3000
gdynia;apartmentBuilding;50.0;2.0;15.0;17.0;2024.0;54.52498;18.54404;0.53;13.0;0.298;1.584;0.552;0.542;0.075;0.293;0.272;condominium;brick;;no;yes;yes;yes;no;4900
gdynia;apartmentBuilding;55.0;2.0;16.0;17.0;2024.0;54.52498;18.54404;0.53;13.0;0.298;1.584;0.552;0.542;0.075;0.293;0.272;condominium;brick;;no;yes;yes;yes;no;4700
gdynia;blockOfFlats;65.0;3.0;;2.0;2006.0;54.4720798;18.46247;lip.37;0.0;sty.64;3.609;1.686;1.541;1.627;;1.636;condominium;brick;premium;no;yes;no;no;no;3000
gdynia;blockOfFlats;41.57;2.0;;3.0;2023.0;54.50159;18.43229;lip.25;0.0;4.643;4.023;4.939;kwi.58;4.961;;4.836;condominium;;;no;no;no;no;yes;2800
gdynia;apartmentBuilding;75.0;3.0;4.0;6.0;2015.0;54.5206961;18.540596;0.08;67.0;0.252;1.064;0.132;0.281;0.072;0.363;0.112;condominium;brick;premium;yes;yes;yes;no;no;4300
gdynia;;60.0;3.0;7.0;10.0;;54.54197;18.46206;maj.51;0.0;1.564;2.769;1.504;1.388;sty.93;2.213;1.768;condominium;;;no;yes;yes;no;no;2800
gdynia;blockOfFlats;63.0;3.0;5.0;6.0;2012.0;54.5508121853821;18.5246193057642;mar.45;0.0;2.684;2.821;2.779;2.885;2.483;2.698;2.585;condominium;;;yes;no;yes;yes;no;2900
gdynia;;60.38;2.0;9.0;13.0;2004.0;54.4959981;18.5069459;mar.49;8.0;0.251;0.865;0.635;0.469;0.178;1.989;0.202;condominium;;;yes;no;yes;no;yes;3250
gdynia;;52.0;3.0;4.0;4.0;;54.5144376;18.5305642;0.93;16.0;0.379;0.497;0.252;0.432;0.205;0.213;0.128;condominium;;;yes;yes;no;no;no;2800
gdynia;apartmentBuilding;53.0;2.0;11.0;15.0;;54.49631;18.5400021;lut.75;11.0;0.436;1.052;0.396;0.204;0.182;sty.39;0.143;condominium;brick;;yes;yes;no;no;no;3200
gdynia;;30.0;1.0;1.0;2.0;1990.0;54.4806988;18.5431074;kwi.49;10.0;0.45;0.958;0.472;0.313;0.2;3.092;0.389;condominium;;;no;yes;no;no;no;1800
gdynia;;43.0;2.0;2.0;2.0;2000.0;54.4680635;18.4812977;cze.98;2.0;0.664;3.511;0.605;0.528;0.345;;0.394;condominium;;;no;yes;no;no;no;2300
gdynia;;49.0;2.0;1.0;2.0;1936.0;54.5351989;18.4777379;kwi.28;4.0;0.355;1.529;0.376;0.261;0.71;1.039;0.536;condominium;;;no;no;no;no;no;2500
gdynia;;35.0;2.0;1.0;4.0;1983.0;54.5342652;18.4554273;maj.62;0.0;1.796;2.893;1.809;1.683;2.133;2.475;sty.96;condominium;;;no;yes;no;no;no;1700
gdynia;blockOfFlats;40.9;2.0;3.0;10.0;;54.53842;18.45955;maj.51;0.0;1.571;2.753;1.546;sty.42;1.935;2.253;1.763;condominium;;;no;yes;yes;no;yes;2000
gdynia;apartmentBuilding;64.51;2.0;2.0;3.0;2017.0;54.47671;18.50516;05.kwi;1.0;0.64;2.543;0.726;0.611;0.188;3.797;0.794;condominium;brick;;no;yes;yes;yes;no;4500
gdynia;;40.24;2.0;;4.0;;54.52919;18.50042;lut.68;9.0;0.183;0.098;0.419;0.143;0.927;0.721;0.113;condominium;;;no;no;;no;no;2500
gdynia;;47.0;2.0;4.0;4.0;1980.0;54.498382;18.514265;3.0;8.0;0.158;1.283;0.736;0.193;0.379;sty.46;0.17;condominium;;;no;yes;yes;no;no;1800
gdynia;apartmentBuilding;56.0;2.0;4.0;6.0;2000.0;54.52089;18.53321;0.4;34.0;0.554;1.067;0.251;0.261;0.035;0.726;0.058;condominium;brick;;no;yes;yes;no;no;4000
gdynia;apartmentBuilding;42.46;2.0;;3.0;2023.0;54.51836;18.51861;sty.38;4.0;0.106;1.376;0.778;0.46;0.841;01.sie;0.539;condominium;brick;;no;yes;yes;no;no;3500
gdynia;;29.25;2.0;2.0;5.0;2019.0;54.51389;18.5307;0.97;17.0;0.412;0.451;0.201;0.416;0.25;0.211;0.129;condominium;;;no;yes;no;no;no;2950
gdynia;blockOfFlats;38.0;2.0;4.0;7.0;1967.0;54.5163;18.5384;0.53;68.0;0.423;0.555;0.382;0.299;0.097;0.192;0.062;condominium;;;no;yes;yes;yes;no;2300
gdynia;apartmentBuilding;62.0;2.0;1.0;3.0;;54.4612005;18.5440352;cze.66;0.0;1.973;3.054;1.805;1.775;1.271;;1.591;condominium;brick;;no;no;yes;yes;no;4600
gdynia;apartmentBuilding;43.0;2.0;3.0;6.0;2020.0;54.52299;18.54498;0.42;31.0;0.255;1.399;0.472;0.539;0.148;0.063;0.156;condominium;brick;;no;yes;yes;no;yes;3300
gdynia;blockOfFlats;42.46;2.0;;3.0;2023.0;54.51686;18.51626;sty.57;2.0;0.33;1.426;0.991;0.529;0.981;sty.17;0.755;condominium;;;no;no;yes;no;no;3500
gdynia;;38.5;2.0;;;;54.53782835;18.4778855;kwi.39;3.0;0.458;1.655;0.385;0.273;0.815;1.094;0.663;condominium;;;no;yes;no;no;no;2200
gdynia;;65.0;3.0;1.0;3.0;;54.5552;18.5112;kwi.21;0.0;2.809;2.906;2.769;lut.85;2.792;lut.57;2.837;condominium;;;no;no;no;no;no;3000
gdynia;;37.0;2.0;8.0;10.0;;54.52309;18.53938;0.23;51.0;0.108;1.308;0.208;0.191;0.169;0.391;0.215;condominium;;;no;yes;no;no;no;2100
gdynia;;53.0;3.0;;3.0;2011.0;54.4884785;18.5489265;mar.67;3.0;0.606;0.035;0.664;0.534;0.728;2.429;0.374;condominium;;;yes;yes;yes;no;yes;3500
gdynia;blockOfFlats;80.0;3.0;1.0;3.0;2006.0;54.47403;18.48179;cze.42;4.0;0.419;2.863;0.519;0.383;0.742;4.875;0.528;condominium;;;no;yes;no;yes;yes;2999
gdynia;tenement;50.0;2.0;1.0;2.0;;54.5311102;18.4916158;mar.28;5.0;0.464;0.534;0.791;0.621;0.364;0.393;0.496;condominium;brick;;no;yes;no;yes;yes;2000
gdynia;apartmentBuilding;48.0;2.0;3.0;4.0;2023.0;54.52485;18.54391;0.51;15.0;0.281;1.568;0.535;0.528;0.092;0.281;0.256;condominium;brick;;no;yes;yes;no;yes;3900
gdynia;;50.0;2.0;2.0;2.0;;54.49849;18.50401;mar.39;8.0;0.166;0.621;0.968;0.135;0.337;1.983;0.199;condominium;;;no;yes;no;no;no;2300
gdynia;;51.0;2.0;1.0;3.0;;54.515;18.5283;0.98;10.0;0.221;0.649;0.399;0.275;0.291;0.366;0.2;condominium;;;no;no;no;no;no;2700
gdynia;;37.48;2.0;3.0;3.0;2021.0;54.5478972;18.5446613;03.sty;0.0;2.784;mar.42;2.982;2.828;1.654;2.829;1.991;condominium;;;yes;yes;yes;no;no;2700
gdynia;;48.0;2.0;;3.0;2001.0;54.465647;18.503153;cze.59;1.0;0.829;mar.72;0.535;0.635;1.026;kwi.98;0.498;condominium;;;no;no;no;no;no;2200
gdynia;blockOfFlats;28.0;1.0;1.0;6.0;2012.0;54.49865;18.49948;mar.58;4.0;0.336;0.328;1.188;0.258;0.619;2.232;0.487;condominium;;;no;yes;yes;yes;no;2000
gdynia;;128.8;4.0;3.0;4.0;2000.0;54.5030237;18.5468539;02.cze;8.0;0.08;0.489;0.615;0.526;0.248;1.169;0.342;condominium;;;yes;yes;yes;no;yes;7200
gdynia;blockOfFlats;45.63;3.0;7.0;10.0;1980.0;54.5427501;18.4521292;cze.13;0.0;2.178;mar.38;2.131;02.sty;2.546;2.843;2.379;condominium;;;no;yes;yes;no;no;1900
gdynia;apartmentBuilding;55.0;2.0;1.0;2.0;;54.4753723201621;18.4633987501898;07.cze;0.0;1.607;3.278;sty.68;1.533;1.712;;1.652;condominium;brick;;no;yes;no;no;no;2100
gdynia;tenement;44.0;2.0;2.0;3.0;1937.0;54.54401;18.54707;02.cze;0.0;2.374;03.mar;2.585;2.444;1.209;2.399;1.581;condominium;brick;;no;no;no;no;yes;2300
gdynia;blockOfFlats;40.0;2.0;2.0;2.0;2024.0;54.4826;18.53098;kwi.31;7.0;0.352;1.362;0.53;0.435;0.43;2.772;0.404;condominium;;;no;yes;yes;no;no;3400
gdynia;blockOfFlats;47.0;2.0;1.0;2.0;;54.463;18.4946;07.lip;0.0;1.051;3.971;0.959;1.012;0.756;;0.676;condominium;;;yes;yes;no;no;yes;2200
gdynia;apartmentBuilding;40.0;2.0;1.0;3.0;;54.4827745082009;18.5311432004219;kwi.29;8.0;0.347;1.343;0.514;0.417;0.41;2.752;0.393;condominium;brick;;no;yes;no;no;yes;3500
gdynia;apartmentBuilding;75.0;3.0;3.0;16.0;2022.0;54.5021439;18.5429357;02.lis;14.0;0.197;0.422;0.354;0.297;0.36;1.001;0.157;condominium;brick;premium;yes;yes;yes;no;no;4900
gdynia;blockOfFlats;41.1;2.0;3.0;4.0;2000.0;54.4735613;18.4546698;07.cze;0.0;2.145;3.795;02.lut;2.054;2.157;;2.156;condominium;;;no;no;;no;no;2000
gdynia;apartmentBuilding;51.0;2.0;1.0;3.0;2017.0;54.4809;18.55372;kwi.56;14.0;0.23;0.887;0.48;0.375;0.088;3.319;0.69;condominium;brick;;no;yes;yes;yes;no;4000
gdynia;blockOfFlats;84.0;3.0;3.0;4.0;;54.521871;18.521776;sty.14;7.0;0.334;1.414;0.497;0.229;0.597;1.142;0.107;condominium;;;no;yes;no;no;yes;3200
gdynia;blockOfFlats;56.0;2.0;1.0;3.0;2007.0;54.47416;18.51135;maj.52;4.0;0.861;2.933;0.726;0.285;0.305;mar.91;0.809;condominium;;;no;yes;no;no;yes;2500
gdynia;;55.0;3.0;1.0;3.0;2021.0;54.56686;18.49843;maj.74;0.0;3.663;4.106;3.536;3.569;3.729;3.621;mar.74;condominium;;;no;no;no;no;no;2500
gdynia;blockOfFlats;52.0;3.0;6.0;10.0;1980.0;54.53924365;18.4677721;05.maj;0.0;1.098;2.301;01.maj;0.928;1.465;1.762;01.mar;condominium;;;no;no;yes;no;no;2800
gdynia;blockOfFlats;59.38;2.0;;3.0;2023.0;54.51686;18.51626;sty.57;2.0;0.33;1.426;0.991;0.529;0.981;sty.17;0.755;condominium;;;no;no;yes;no;no;4500
gdynia;blockOfFlats;58.3;2.0;2.0;3.0;2023.0;54.51686;18.51626;sty.57;2.0;0.33;1.426;0.991;0.529;0.981;sty.17;0.755;condominium;;;no;yes;yes;no;no;3900
gdynia;blockOfFlats;97.27;4.0;1.0;3.0;2023.0;54.51686;18.51626;sty.57;2.0;0.33;1.426;0.991;0.529;0.981;sty.17;0.755;condominium;;;no;yes;yes;no;yes;7000
gdynia;blockOfFlats;70.0;3.0;1.0;3.0;2023.0;54.51759;18.51838;sty.41;5.0;0.19;1.343;0.832;0.433;0.921;1.062;0.624;condominium;;;no;yes;yes;no;no;5000
gdynia;apartmentBuilding;44.0;2.0;7.0;8.0;2020.0;54.55762;18.4843;maj.41;0.0;2.503;3.233;2.371;2.373;2.659;2.652;2.624;condominium;brick;;no;yes;yes;yes;no;2800
gdynia;;35.0;2.0;;2.0;;54.5350714;18.4811265;04.lip;7.0;0.136;1.323;0.194;0.142;0.494;0.82;0.323;condominium;;;no;no;no;no;no;2500
gdynia;;47.6;2.0;2.0;4.0;;54.4680415;18.483559;cze.91;4.0;0.584;3.481;0.502;0.455;0.199;;0.252;condominium;;;no;yes;no;no;no;2200
gdynia;blockOfFlats;42.0;2.0;1.0;4.0;1980.0;54.51734;18.518;sty.44;5.0;0.225;sty.35;0.867;0.442;0.943;1.076;0.658;condominium;brick;;no;yes;no;no;yes;2500
gdynia;blockOfFlats;43.0;2.0;3.0;9.0;2008.0;54.47561;18.49047;maj.96;5.0;0.369;2.581;0.473;0.185;0.884;kwi.39;0.454;condominium;brick;;no;yes;yes;yes;no;2500
gdynia;;56.0;2.0;1.0;4.0;2022.0;54.491834;18.550119;mar.32;9.0;0.249;0.335;0.305;0.531;0.348;2.156;0.281;condominium;;;yes;yes;yes;no;yes;3600
gdynia;apartmentBuilding;59.38;2.0;;3.0;2023.0;54.51836;18.51861;sty.38;4.0;0.106;1.376;0.778;0.46;0.841;01.sie;0.539;condominium;brick;;no;yes;yes;no;no;4500
gdynia;apartmentBuilding;58.88;2.0;;3.0;2023.0;54.51836;18.51861;sty.38;4.0;0.106;1.376;0.778;0.46;0.841;01.sie;0.539;condominium;brick;;no;yes;yes;no;no;4500
gdynia;blockOfFlats;59.4;3.0;2.0;4.0;;54.4734189;18.4818895;cze.47;6.0;0.393;2.926;0.479;0.337;0.678;4.923;0.479;condominium;;premium;yes;yes;no;no;no;2700
gdynia;tenement;87.95;4.0;4.0;5.0;1952.0;54.51847;18.53841;0.29;80.0;0.526;0.791;0.153;0.293;0.098;0.423;0.109;condominium;brick;;no;no;yes;no;yes;3800
gdynia;;53.96;2.0;4.0;4.0;;54.52464;18.54515;0.54;14.0;0.326;1.573;0.578;0.594;0.101;0.243;0.273;condominium;;;no;no;;no;no;2200
gdynia;blockOfFlats;60.0;2.0;1.0;2.0;2002.0;54.48043;18.54348;kwi.52;7.0;0.439;0.976;0.511;0.289;0.232;3.127;0.422;condominium;;;no;yes;no;yes;yes;2500
gdynia;blockOfFlats;30.0;2.0;;;;54.4962708;18.5086769;mar.39;6.0;0.216;0.961;0.591;0.514;0.105;1.884;0.148;condominium;;;yes;no;;no;no;1700
gdynia;tenement;47.0;2.0;1.0;3.0;;54.54973;18.53879;mar.19;0.0;2.981;3.276;3.157;2.985;sty.94;3.062;2.204;condominium;brick;;no;no;no;no;no;1800
